station,date,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,avgspeed,raining,misty,humidity,trange
1,2009-08-18,83,65,74.0,59,0.0,29.28,29.99,8.1,0,0,59.462710501950724,18
2,2009-08-18,84,66,75.0,61,0.0,29.33,29.97,8.3,0,0,61.74940279437605,18
1,2009-08-19,83,59,71.0,60,0.35,29.08,29.83,8.7,1,0,68.19661499378506,24
2,2009-08-19,81,64,73.0,62,0.61,29.15,29.82,8.2,0,1,68.41691426823859,17
1,2009-08-20,78,64,71.0,61,0.07,28.93,29.66,12.5,1,0,70.66407678830186,14
2,2009-08-20,79,64,72.0,61,0.12,29.0,29.65,12.7,1,1,68.30702534158651,15
1,2009-08-21,73,59,66.0,58,0.16,29.07,29.75,10.7,1,0,75.38657818859312,14
2,2009-08-21,74,59,67.0,58,0.05,29.13,29.75,13.2,1,0,72.81945901439525,15
1,2009-08-22,68,57,63.0,52,0.0,29.31,30.0,9.4,0,0,67.29421903239448,11
2,2009-08-22,69,58,64.0,52,0.0,29.36,29.99,10.4,0,0,64.97381909913064,11
1,2009-08-23,74,56,65.0,53,0.0,29.38,30.09,6.4,0,0,65.0942414787659,18
2,2009-08-23,73,58,66.0,55,0.0,29.44,30.08,7.6,0,0,67.63664253243361,15
1,2009-08-24,79,54,67.0,56,0.0,29.41,30.13,5.1,0,0,67.74970265494606,25
2,2009-08-24,79,57,68.0,57,0.0,29.47,30.12,5.7,0,0,67.862227088827,22
1,2009-08-25,83,59,71.0,61,0.0,29.33,30.05,9.2,0,0,70.66407678830186,24
2,2009-08-25,82,61,72.0,61,0.0,29.39,30.04,8.6,0,0,68.30702534158651,21
1,2009-08-26,73,62,68.0,62,0.93,29.36,30.08,7.8,1,1,81.12250369204163,11
2,2009-08-26,72,64,68.0,64,0.54,29.42,30.07,7.3,1,1,87.03324063521453,8
1,2009-08-27,67,61,64.0,60,0.95,29.36,30.08,9.7,1,1,86.82611571888482,6
2,2009-08-27,67,62,65.0,61,1.19,29.41,30.07,11.0,1,1,86.87834727482601,5
1,2009-08-28,68,60,64.0,61,0.22,29.18,29.93,5.7,1,1,89.96762242449134,8
2,2009-08-28,71,61,66.0,61,0.28,29.24,29.92,5.4,1,1,83.90756465974071,10
1,2009-08-29,69,56,63.0,51,0.02,29.18,29.89,11.8,1,1,64.85284088269587,13
2,2009-08-29,69,56,63.0,52,0.01,29.24,29.88,11.1,1,0,67.29421903239448,13
1,2009-08-30,66,51,59.0,47,0.0,29.44,30.14,9.3,0,0,64.36331357961544,15
2,2009-08-30,66,51,59.0,47,0.0,29.5,30.13,10.5,0,0,64.36331357961544,15
1,2009-08-31,68,49,59.0,44,0.0,29.55,30.27,6.0,0,0,57.43867004398214,19
2,2009-08-31,67,49,58.0,44,0.0,29.6,30.26,6.8,0,0,59.53513888738432,18
1,2009-09-01,72,47,60.0,47,0.0,29.57,30.31,3.4,0,0,62.10637420415283,25
2,2009-09-01,71,50,61.0,49,0.0,29.63,30.3,3.5,0,0,64.60920574472077,21
1,2009-09-02,73,50,62.0,50,0.0,29.51,30.25,5.1,0,0,64.73130403319603,23
2,2009-09-02,72,53,63.0,51,0.0,29.56,30.23,3.9,0,0,64.85284088269587,19
1,2009-09-03,75,56,66.0,54,0.0,29.42,30.16,6.0,0,0,65.21411080812129,19
2,2009-09-03,75,57,66.0,55,0.0,29.48,30.14,5.9,0,1,67.63664253243361,18
1,2009-09-04,75,54,65.0,54,0.0,29.44,30.15,4.1,0,1,67.52304382783947,21
2,2009-09-04,75,58,67.0,55,0.0,29.49,30.14,4.4,0,1,65.33342986387333,17
1,2009-09-05,78,54,66.0,57,0.0,29.49,30.21,5.3,0,1,72.7206624324189,24
2,2009-09-05,78,57,68.0,57,0.0,29.54,30.19,5.8,0,1,67.862227088827,21
1,2009-09-06,77,61,69.0,59,0.03,29.47,30.19,5.3,1,1,70.4552272678883,16
2,2009-09-06,77,66,72.0,59,0.0,29.52,30.17,6.6,0,0,63.61027648899768,11
1,2009-09-07,77,59,68.0,59,0.0,29.39,29.26,4.0,0,1,72.91775824653783,18
2,2009-09-07,77,63,70.0,59,0.0,29.44,30.09,6.9,0,1,68.08568039805756,14
1,2009-09-08,78,60,69.0,60,0.0,29.36,30.07,7.3,0,0,73.01556312174712,18
2,2009-09-08,78,62,70.0,62,0.0,29.41,30.05,8.0,0,1,75.74671784055894,16
1,2009-09-09,78,65,72.0,63,0.0,29.42,30.14,6.9,0,1,73.30604125769314,13
2,2009-09-09,77,68,73.0,63,0.0,29.47,30.12,7.2,0,1,70.87089690607739,9
1,2009-09-10,81,64,73.0,62,0.0,29.48,30.2,6.8,0,1,68.41691426823859,17
2,2009-09-10,80,65,73.0,62,0.0,29.54,30.17,7.3,0,1,68.41691426823859,15
1,2009-09-11,80,61,71.0,59,0.0,29.44,30.17,5.6,0,1,65.80525853476206,19
2,2009-09-11,78,64,71.0,59,0.0,29.49,30.15,6.7,0,0,65.80525853476206,14
1,2009-09-12,79,58,69.0,60,0.0,29.41,30.14,4.8,0,1,73.01556312174712,21
2,2009-09-12,78,61,70.0,61,0.0,29.47,30.12,4.5,0,1,73.11287661442077,17
1,2009-09-13,80,58,69.0,54,0.0,29.39,30.12,3.0,0,1,58.80195570405912,22
2,2009-09-13,79,57,68.0,55,0.01,29.45,30.11,4.2,0,1,63.1178683132514,22
1,2009-09-14,84,58,71.0,55,0.0,29.34,30.07,2.1,0,0,56.9612635165424,26
2,2009-09-14,84,59,72.0,56,0.0,29.4,30.05,2.7,0,0,57.09764985646776,25
1,2009-09-15,82,64,73.0,59,0.0,29.36,30.07,7.8,0,0,61.497214552500836,18
2,2009-09-15,83,63,73.0,58,0.0,29.41,30.05,6.7,0,0,59.331653227294,20
1,2009-09-16,71,59,65.0,54,0.0,29.49,30.2,11.4,0,0,67.52304382783947,12
2,2009-09-16,72,62,67.0,54,0.0,29.54,30.18,13.4,0,0,62.99339197054547,10
1,2009-09-17,72,50,61.0,52,0.0,29.45,30.18,4.2,0,0,72.21911321893865,22
2,2009-09-17,71,54,63.0,51,0.0,29.51,30.17,5.4,0,0,64.85284088269587,17
1,2009-09-18,79,50,65.0,55,0.0,29.46,30.18,6.4,0,1,70.0313463066751,29
2,2009-09-18,79,52,66.0,55,0.0,29.52,30.17,6.7,0,0,67.63664253243361,27
1,2009-09-19,76,55,66.0,55,0.0,29.48,30.21,5.9,0,0,67.63664253243361,21
2,2009-09-19,75,58,67.0,55,0.0,29.54,30.2,5.8,0,0,65.33342986387333,17
1,2009-09-20,73,54,64.0,56,0.75,29.28,30.04,7.9,1,1,75.20368187494536,19
2,2009-09-20,71,54,63.0,56,0.44,29.34,30.02,7.3,1,1,77.88941931232117,17
1,2009-09-21,67,60,64.0,59,0.0,29.26,29.98,4.6,1,1,83.78150430151231,7
2,2009-09-21,69,63,66.0,60,0.0,29.31,29.97,5.5,1,1,80.97766421415629,6
1,2009-09-22,77,59,68.0,65,0.0,29.28,29.98,7.7,0,1,90.12802358082791,18
2,2009-09-22,76,63,70.0,65,0.04,29.34,29.97,7.3,1,1,84.15546440258545,13
1,2009-09-23,76,62,69.0,62,0.0,29.42,30.12,4.0,0,1,78.38288740087917,14
2,2009-09-23,76,62,69.0,63,0.0,29.47,30.11,4.7,0,1,81.19433025594996,14
1,2009-09-24,73,64,69.0,63,0.0,29.44,30.16,4.7,0,1,81.19433025594996,9
2,2009-09-24,71,64,68.0,62,0.0,29.49,30.15,4.4,0,1,81.12250369204163,7
1,2009-09-25,70,60,65.0,57,0.16,29.39,30.12,7.3,1,1,75.29536806936338,10
2,2009-09-25,70,60,65.0,57,0.02,29.44,30.11,6.3,1,1,75.29536806936338,10
1,2009-09-26,69,55,62.0,56,0.0,29.15,29.91,4.6,0,1,80.6831624196819,14
2,2009-09-26,66,56,61.0,56,0.0,29.21,29.9,4.6,0,1,83.58971799889771,10
1,2009-09-27,74,50,62.0,53,0.08,28.84,29.59,10.2,1,1,72.32044209638802,24
2,2009-09-27,74,53,64.0,53,0.48,28.91,29.59,10.2,0,1,67.40890363446431,21
1,2009-09-28,62,49,56.0,42,0.01,28.91,29.61,20.7,1,0,59.26384797924735,13
2,2009-09-28,63,50,57.0,42,0.0,28.98,29.61,20.2,1,0,57.15918089979204,13
1,2009-09-29,60,48,54.0,42,0.0,29.28,29.96,10.3,0,0,63.738559762892656,12
2,2009-09-29,58,48,53.0,42,0.0,29.34,29.96,10.2,1,0,66.11677879059542,10
1,2009-09-30,62,47,55.0,40,0.0,29.39,30.11,6.8,0,0,56.877374043567855,15
2,2009-09-30,61,49,55.0,42,0.0,29.44,30.1,7.0,0,0,61.455645098499886,12
1,2009-10-01,59,41,50.0,46,0.89,29.13,29.9,9.5,1,1,86.06188572885691,18
2,2009-10-01,59,44,52.0,46,0.59,29.18,29.9,8.7,1,1,79.91770621011757,15
1,2009-10-02,56,47,52.0,46,0.21,28.8,29.55,12.0,1,1,79.91770621011757,9
2,2009-10-02,56,48,52.0,46,0.17,28.87,29.56,11.6,1,1,79.91770621011757,8
1,2009-10-03,57,47,52.0,47,0.11,29.02,29.7,7.4,1,1,82.99427843856402,10
2,2009-10-03,58,47,53.0,47,0.03,29.08,29.71,9.8,1,1,79.99618659831047,11
1,2009-10-04,60,45,53.0,43,0.0,29.28,29.98,9.2,0,0,68.70851465832256,15
2,2009-10-04,61,45,53.0,42,0.0,29.34,29.99,9.3,0,0,66.11677879059542,16
1,2009-10-05,62,43,53.0,42,0.0,29.29,30.03,5.4,0,0,66.11677879059542,19
2,2009-10-05,61,42,52.0,42,0.0,29.35,30.04,4.5,0,0,68.594699094363,19
1,2009-10-06,61,49,55.0,47,0.03,28.9,29.65,14.9,1,1,74.35657548274922,12
2,2009-10-06,62,49,56.0,46,0.05,28.97,29.66,15.1,1,1,69.0466006005962,13
1,2009-10-07,60,45,53.0,39,0.0,29.24,29.95,10.8,0,0,58.85251990010381,15
2,2009-10-07,60,45,53.0,39,0.0,29.31,29.96,10.1,0,0,58.85251990010381,15
1,2009-10-08,53,45,49.0,46,0.12,29.18,29.92,4.8,1,1,89.33070460253964,8
2,2009-10-08,54,47,51.0,46,0.14,29.25,29.93,5.6,1,1,82.92619957848554,7
1,2009-10-09,52,39,46.0,43,0.46,29.21,29.93,10.0,1,1,89.19621351709242,13
2,2009-10-09,52,40,46.0,44,0.43,29.26,29.92,10.2,1,1,92.67682013704123,12
1,2009-10-10,48,31,40.0,30,0.0,29.49,30.21,7.7,0,0,67.18387431308608,17
2,2009-10-10,48,33,41.0,30,0.0,29.55,30.21,8.2,0,0,64.62734861628834,15
1,2009-10-11,44,29,37.0,22,0.0,29.6,30.35,5.0,0,0,54.234009752728255,15
2,2009-10-11,45,29,37.0,23,0.0,29.67,30.36,4.8,0,0,56.56719565475545,16
1,2009-10-12,48,41,45.0,36,0.02,29.44,30.18,3.8,1,1,70.5255455844803,7
2,2009-10-12,49,42,46.0,34,0.0,29.5,30.2,3.5,1,1,62.70842255443885,7
1,2009-10-13,47,34,41.0,32,0.0,29.6,30.35,10.0,0,0,70.07996777475549,13
2,2009-10-13,48,36,42.0,32,0.0,29.66,30.35,11.3,0,1,67.42490679537181,12
1,2009-10-14,48,42,45.0,36,0.03,29.4,30.17,11.5,1,1,70.5255455844803,6
2,2009-10-14,48,42,45.0,36,0.03,29.47,30.17,11.2,1,1,70.5255455844803,6
1,2009-10-15,44,41,43.0,38,0.29,29.26,30.0,9.1,1,1,82.36713101509491,3
2,2009-10-15,44,41,43.0,38,0.33,29.31,30.0,10.0,1,1,82.36713101509491,3
1,2009-10-16,45,39,42.0,36,0.04,29.41,30.13,8.2,1,0,79.10812018396321,6
2,2009-10-16,46,40,43.0,36,0.08,29.46,30.13,8.1,1,0,76.1241035227267,6
1,2009-10-17,52,36,44.0,33,0.0,29.57,30.3,8.2,1,0,65.00779541816594,16
2,2009-10-17,52,39,46.0,34,0.01,29.64,30.3,7.7,1,0,62.70842255443885,13
1,2009-10-18,53,31,42.0,33,0.0,29.49,30.25,6.9,0,0,70.19222632969048,22
2,2009-10-18,53,33,43.0,33,0.0,29.55,30.26,6.2,0,0,67.54452376300075,20
1,2009-10-19,65,44,55.0,41,0.0,29.25,30.0,11.5,0,0,59.1273266011467,21
2,2009-10-19,66,43,55.0,40,0.0,29.32,30.01,10.8,0,0,56.877374043567855,23
1,2009-10-20,62,48,55.0,48,0.03,29.31,30.03,5.3,1,0,77.2062220448719,14
2,2009-10-20,64,51,58.0,47,0.05,29.38,30.03,7.4,1,0,66.71252677474104,13
1,2009-10-21,69,55,62.0,52,0.0,29.25,29.99,11.5,1,0,69.70793275945569,14
2,2009-10-21,70,55,63.0,50,0.01,29.32,29.99,11.2,0,0,62.489911541258955,15
1,2009-10-22,58,48,53.0,48,1.03,29.18,29.94,13.0,1,1,83.0619660084406,10
2,2009-10-22,58,49,54.0,49,0.84,29.23,29.93,13.2,1,1,83.12926514616422,9
1,2009-10-23,61,42,52.0,49,0.89,28.73,29.48,16.2,1,1,89.46275143098508,19
2,2009-10-23,62,44,53.0,50,1.29,28.8,29.48,15.4,1,1,89.50623386251254,18
1,2009-10-24,50,38,44.0,37,0.04,29.03,29.73,8.9,1,1,76.21702091519931,12
2,2009-10-24,49,39,44.0,37,0.05,29.1,29.74,10.3,1,0,76.21702091519931,10
1,2009-10-25,62,44,53.0,45,0.27,29.26,29.96,6.9,1,1,74.16283049491102,18
2,2009-10-25,63,44,54.0,43,0.24,29.32,29.97,7.3,1,1,66.23707095046817,19
1,2009-10-26,55,49,52.0,48,0.11,29.28,30.02,7.5,1,1,86.17495692856757,6
2,2009-10-26,55,50,53.0,47,0.13,29.35,30.02,6.8,1,1,79.99618659831047,5
1,2009-10-27,51,45,48.0,45,0.06,29.19,29.94,6.5,1,1,89.2861487138105,6
2,2009-10-27,52,48,50.0,46,0.16,29.24,29.94,7.0,1,1,86.06188572885691,4
1,2009-10-28,57,50,54.0,49,0.0,29.28,29.99,4.3,0,1,83.12926514616422,7
2,2009-10-28,58,50,54.0,49,0.0,29.34,29.99,3.0,0,1,83.12926514616422,8
1,2009-10-29,60,47,54.0,50,0.6,29.21,29.98,12.7,1,1,86.28669666842103,13
2,2009-10-29,60,48,54.0,50,1.05,29.28,29.99,11.4,1,1,86.28669666842103,12
1,2009-10-30,67,46,57.0,53,0.81,28.79,29.55,17.4,1,1,86.4518537432475,21
2,2009-10-30,68,47,58.0,54,1.15,28.87,29.56,17.9,1,1,86.50626195683859,21
1,2009-10-31,46,35,41.0,31,0.0,29.18,29.86,11.5,0,0,67.30469143939395,11
2,2009-10-31,47,37,42.0,31,0.01,29.25,29.87,13.8,0,0,64.75477502755214,10
1,2010-05-01,70,58,64.0,53,0.11,28.89,29.6,9.4,1,1,67.40890363446431,12
2,2010-05-01,71,61,66.0,54,0.01,28.95,29.59,8.1,1,0,65.21411080812129,10
1,2010-05-02,69,53,61.0,52,0.93,28.9,29.61,6.1,1,1,72.21911321893865,16
2,2010-05-02,68,54,61.0,52,0.31,28.97,29.6,6.9,1,1,72.21911321893865,14
1,2010-05-03,72,50,61.0,45,0.0,29.07,29.77,9.4,0,0,55.56704689274591,22
2,2010-05-03,72,52,62.0,45,0.0,29.13,29.77,9.5,0,0,53.63488688511451,20
1,2010-05-04,79,50,65.0,44,0.0,29.05,29.77,14.2,0,0,46.4705525525435,29
2,2010-05-04,80,53,67.0,43,0.0,29.13,29.78,12.6,0,0,41.72497773363671,27
1,2010-05-05,72,56,64.0,37,0.0,29.08,29.77,12.8,0,0,36.67790311391222,16
2,2010-05-05,73,57,65.0,37,0.0,29.15,29.77,12.1,0,0,35.41847075838077,16
1,2010-05-06,63,46,55.0,39,0.01,29.27,29.99,9.1,0,0,54.703505559282405,17
2,2010-05-06,60,48,54.0,39,0.05,29.33,29.99,10.1,0,0,56.735596099294085,12
1,2010-05-07,59,45,52.0,46,0.72,28.98,29.73,13.2,1,1,79.91770621011757,14
2,2010-05-07,59,46,53.0,46,0.74,29.04,29.73,13.8,1,1,77.03075270695896,13
1,2010-05-08,50,42,46.0,35,0.02,29.36,30.05,15.2,1,0,65.25839380589083,8
2,2010-05-08,50,42,46.0,35,0.08,29.42,30.06,14.4,1,0,65.25839380589083,8
1,2010-05-09,58,38,48.0,29,0.0,29.59,30.31,6.4,0,0,47.51626384056043,20
2,2010-05-09,56,37,47.0,29,0.0,29.66,30.32,5.9,0,0,49.337280435516185,19
1,2010-05-10,58,41,50.0,31,0.0,29.47,30.24,14.2,1,0,47.833284357689706,17
2,2010-05-10,58,43,51.0,29,0.0,29.54,30.25,13.0,1,0,42.48856977893585,15
1,2010-05-11,52,44,48.0,46,0.97,29.16,29.9,9.9,1,1,92.73889893134873,8
2,2010-05-11,59,44,52.0,46,0.72,29.21,29.89,10.4,1,1,79.91770621011757,15
1,2010-05-12,51,44,48.0,45,0.12,29.36,30.1,10.4,1,1,89.2861487138105,7
2,2010-05-12,53,46,50.0,45,0.14,29.41,30.09,10.0,1,1,82.85772654542698,7
1,2010-05-13,73,48,61.0,53,1.49,29.23,29.93,12.3,1,1,74.92573641260748,25
2,2010-05-13,78,49,64.0,54,0.97,29.28,29.93,13.4,1,1,69.92407087163488,29
1,2010-05-14,66,47,57.0,44,0.0,29.46,30.17,11.2,0,0,61.71767765280599,19
2,2010-05-14,67,49,58.0,43,0.0,29.52,30.17,12.3,0,0,57.29921410894902,18
1,2010-05-15,61,43,52.0,42,0.0,29.53,30.26,5.8,0,0,68.594699094363,18
2,2010-05-15,63,47,55.0,41,0.0,29.59,30.25,6.4,0,0,59.1273266011467,16
1,2010-05-16,66,41,54.0,43,0.0,29.44,30.18,10.1,0,0,66.23707095046817,25
2,2010-05-16,66,46,56.0,43,0.0,29.48,30.17,11.5,0,0,61.5869532980018,20
1,2010-05-17,58,50,54.0,42,0.01,29.29,30.04,9.8,1,0,63.738559762892656,8
2,2010-05-17,60,52,56.0,43,0.11,29.35,30.03,8.8,1,0,61.5869532980018,8
1,2010-05-18,65,46,56.0,40,0.0,29.26,29.99,9.8,0,0,54.84885958603458,19
2,2010-05-18,62,49,56.0,41,0.0,29.31,29.98,10.1,0,0,57.01856826160303,13
1,2010-05-19,74,44,59.0,39,0.0,29.31,30.02,6.4,0,0,47.35154704688062,30
2,2010-05-19,73,46,60.0,39,0.0,29.36,30.02,7.3,0,0,45.691135780344744,27
1,2010-05-20,74,47,61.0,49,0.05,29.29,30.02,7.8,1,0,64.60920574472077,27
2,2010-05-20,72,51,62.0,49,0.09,29.35,30.02,7.4,1,0,62.362634612270064,21
1,2010-05-21,73,56,65.0,58,0.21,29.15,29.88,6.3,1,1,78.05567169406697,17
2,2010-05-21,72,56,64.0,58,0.4,29.21,29.87,6.2,1,1,80.83122457253185,16
1,2010-05-22,74,58,66.0,59,0.0,29.23,29.94,5.4,0,1,78.13813236389119,16
2,2010-05-22,72,58,65.0,59,0.01,29.29,29.94,6.1,0,1,80.90464580213975,14
1,2010-05-23,89,62,76.0,66,0.0,29.26,29.97,10.0,0,0,71.1773724290501,27
2,2010-05-23,89,65,77.0,65,0.0,29.33,29.96,10.0,0,0,66.49695902904085,24
1,2010-05-24,91,70,81.0,67,0.0,29.33,30.03,8.2,0,0,62.49310523138112,21
2,2010-05-24,91,73,82.0,66,0.0,29.39,30.01,7.9,0,0,58.43191052377349,18
1,2010-05-25,88,69,79.0,62,0.0,29.33,30.04,7.8,0,0,56.02762595228115,19
2,2010-05-25,87,71,79.0,61,0.0,29.39,30.02,8.1,0,0,54.07945083337518,16
1,2010-05-26,87,66,77.0,63,0.0,29.29,30.0,4.5,0,0,61.99943468829765,21
2,2010-05-26,85,70,78.0,62,0.0,29.34,29.98,5.8,1,0,57.904610033841074,15
1,2010-05-27,77,61,69.0,50,0.0,29.31,30.03,10.7,0,0,50.738265153460794,16
2,2010-05-27,77,63,70.0,50,0.0,29.36,30.0,13.0,0,0,49.03183822053935,14
1,2010-05-28,79,57,68.0,50,0.0,29.28,30.01,8.4,0,0,52.51165450423614,22
2,2010-05-28,76,59,68.0,49,0.0,29.33,29.99,10.4,0,0,50.59013056579321,17
1,2010-05-29,86,59,73.0,57,0.0,29.23,29.95,5.8,0,0,57.23349208270923,27
2,2010-05-29,84,62,73.0,57,0.0,29.28,29.93,5.6,0,0,57.23349208270923,22
1,2010-05-30,91,61,76.0,59,0.0,29.16,29.88,5.9,0,0,55.61666948175095,30
2,2010-05-30,91,64,78.0,59,0.0,29.23,29.86,6.1,0,0,52.04812676685039,27
1,2010-05-31,81,66,74.0,64,0.26,29.15,29.86,4.7,1,1,70.97355316986994,15
2,2010-05-31,84,65,75.0,65,1.57,29.21,29.85,4.8,1,1,71.07571072806151,19
1,2010-06-01,85,63,74.0,62,0.0,29.1,29.84,6.0,0,1,66.15348672574332,22
2,2010-06-01,84,65,75.0,63,0.0,29.17,29.83,6.1,0,1,66.2685023428559,19
1,2010-06-02,77,57,67.0,61,1.02,29.0,29.71,8.7,1,1,81.05028259078404,20
2,2010-06-02,77,59,68.0,61,1.3,29.05,29.69,10.1,1,1,78.30173731848878,18
1,2010-06-03,71,56,64.0,46,0.0,29.1,29.81,7.8,0,0,51.92558586113648,15
2,2010-06-03,71,58,65.0,46,0.0,29.15,29.79,7.7,0,0,50.14258417997887,13
1,2010-06-04,83,57,70.0,60,0.0,29.0,29.73,9.8,0,0,70.55990715762363,26
2,2010-06-04,83,60,72.0,59,0.0,29.07,29.71,8.5,0,0,63.61027648899768,23
1,2010-06-05,79,60,70.0,65,0.15,28.95,29.66,7.8,1,1,84.15546440258545,19
2,2010-06-05,79,60,70.0,63,0.51,29.0,29.65,8.0,1,1,78.46360638255358,19
1,2010-06-06,76,55,66.0,55,0.0,29.16,29.84,11.2,1,0,67.63664253243361,21
2,2010-06-06,75,58,67.0,54,0.0,29.22,29.83,10.4,1,0,62.99339197054547,17
1,2010-06-07,70,54,62.0,49,0.0,29.34,30.05,6.9,0,0,62.362634612270064,16
2,2010-06-07,69,56,63.0,48,0.0,29.41,30.04,7.9,0,0,57.99076426658185,13
1,2010-06-08,67,58,63.0,57,0.45,29.22,29.97,10.1,1,1,80.75739772075792,9
2,2010-06-08,67,59,63.0,57,0.33,29.28,29.96,8.9,1,1,80.75739772075792,8
1,2010-06-09,83,65,74.0,56,0.0,29.13,29.84,10.8,0,1,53.3747251412142,18
2,2010-06-09,83,67,75.0,55,0.0,29.19,29.82,10.8,0,1,49.775277119899386,16
1,2010-06-10,77,58,68.0,54,0.0,29.26,29.96,6.7,0,0,60.85718486364794,19
2,2010-06-10,75,60,68.0,54,0.0,29.31,29.94,6.7,0,0,60.85718486364794,15
1,2010-06-11,89,64,77.0,67,0.02,29.18,29.89,10.5,1,0,71.27854110531861,25
2,2010-06-11,88,64,76.0,67,0.41,29.24,29.88,10.2,0,0,73.68660279143874,24
1,2010-06-12,77,62,70.0,63,0.34,29.25,29.96,8.1,1,1,78.46360638255358,15
2,2010-06-12,77,62,70.0,63,0.12,29.31,29.94,7.4,1,1,78.46360638255358,15
1,2010-06-13,71,62,67.0,62,0.25,29.26,29.98,5.0,1,1,83.97006342232707,9
2,2010-06-13,73,61,67.0,61,0.25,29.32,29.97,4.6,1,1,81.05028259078404,12
1,2010-06-14,70,60,65.0,61,0.0,29.23,29.94,6.6,1,1,86.87834727482601,10
2,2010-06-14,72,61,67.0,61,0.01,29.28,29.92,6.5,1,1,81.05028259078404,11
1,2010-06-15,79,60,70.0,66,0.59,29.16,29.89,5.5,1,1,87.1350240123233,19
2,2010-06-15,79,61,70.0,65,0.88,29.23,29.88,6.3,1,1,84.15546440258545,18
1,2010-06-16,82,63,73.0,61,0.0,29.28,29.98,9.0,0,0,66.03794268369873,19
2,2010-06-16,86,65,76.0,60,0.0,29.34,29.97,10.2,0,0,57.63777364205565,21
1,2010-06-17,84,64,74.0,62,0.0,29.3,30.01,7.5,0,0,66.15348672574332,20
2,2010-06-17,84,67,76.0,61,0.0,29.36,30.0,6.9,0,0,59.72319979400966,17
1,2010-06-18,90,67,79.0,66,0.87,29.18,29.92,10.4,0,1,64.45122207118804,23
2,2010-06-18,91,66,79.0,66,0.66,29.24,29.91,9.6,1,0,64.45122207118804,25
1,2010-06-19,85,66,76.0,61,0.0,29.24,29.94,10.6,0,0,59.72319979400966,19
2,2010-06-19,86,66,76.0,60,0.0,29.3,29.92,11.5,0,0,57.63777364205565,20
1,2010-06-20,81,64,73.0,61,0.0,29.34,30.04,4.7,0,0,66.03794268369873,17
2,2010-06-20,80,67,74.0,60,0.0,29.4,30.02,5.2,0,0,61.62357940507553,13
1,2010-06-21,85,67,76.0,66,0.22,29.26,29.97,8.4,0,1,71.1773724290501,18
2,2010-06-21,85,68,77.0,66,0.4,29.31,29.96,7.0,0,0,68.85131182953751,17
1,2010-06-22,85,69,77.0,68,0.0,29.28,29.98,6.9,0,0,73.78055835142726,16
2,2010-06-22,86,70,78.0,68,0.0,29.34,29.97,7.2,0,0,71.37921957347292,16
1,2010-06-23,87,69,78.0,70,0.87,29.16,29.89,11.5,1,1,76.44504169240159,18
2,2010-06-23,87,67,77.0,69,1.23,29.23,29.89,11.5,1,1,76.35931535226167,20
1,2010-06-24,84,65,75.0,60,0.0,29.33,30.03,8.7,0,0,59.593225297204334,19
2,2010-06-24,81,65,73.0,59,0.0,29.38,30.01,8.1,0,0,61.497214552500836,16
1,2010-06-25,84,62,73.0,62,0.0,29.28,30.0,7.3,0,0,68.41691426823859,22
2,2010-06-25,84,66,75.0,61,0.0,29.34,29.99,7.7,0,0,61.74940279437605,18
1,2010-06-26,87,69,78.0,66,0.85,29.1,29.83,6.7,1,0,66.61040543490469,18
2,2010-06-26,88,68,78.0,65,0.7,29.16,29.81,7.0,1,1,64.33267984899061,20
1,2010-06-27,85,72,79.0,70,0.54,28.9,29.62,9.1,0,0,73.96706755032609,13
2,2010-06-27,87,72,80.0,69,0.88,28.95,29.6,10.0,0,1,69.17177159414872,15
1,2010-06-28,82,63,73.0,59,0.0,29.08,29.76,11.3,0,0,61.497214552500836,19
2,2010-06-28,82,65,74.0,59,0.0,29.13,29.74,11.7,0,0,59.462710501950724,17
1,2010-06-29,75,59,67.0,53,0.0,29.41,30.09,7.5,0,0,60.72752109564434,16
2,2010-06-29,73,62,68.0,52,0.0,29.46,30.07,8.6,0,0,56.54882032643535,11
1,2010-06-30,75,56,66.0,50,0.0,29.54,30.25,6.0,0,0,56.27110197801161,19
2,2010-06-30,76,57,67.0,50,0.0,29.6,30.23,6.6,0,0,54.354917050774056,19
1,2010-07-01,77,55,66.0,48,0.0,29.59,30.33,5.5,0,0,52.219696417286954,22
2,2010-07-01,77,58,68.0,47,0.0,29.65,30.31,6.0,0,0,46.93228539544503,19
1,2010-07-02,83,59,71.0,53,0.0,29.47,30.2,8.1,0,0,52.9455799128056,24
2,2010-07-02,83,62,73.0,50,0.0,29.52,30.19,7.9,0,0,44.28716078510459,21
1,2010-07-03,87,60,74.0,56,0.0,29.31,30.04,9.0,0,0,53.3747251412142,27
2,2010-07-03,87,64,76.0,54,0.0,29.36,30.02,8.4,0,0,46.4176905261899,23
1,2010-07-04,91,68,80.0,66,0.0,29.2,29.91,10.5,0,0,62.370480849121655,23
2,2010-07-04,92,72,82.0,65,0.03,29.26,29.9,10.7,0,0,56.43384645608207,20
1,2010-07-05,91,78,85.0,64,0.0,29.2,29.9,15.3,0,0,49.46567165934173,13
2,2010-07-05,90,79,85.0,63,0.0,29.26,29.88,13.3,0,0,47.76002527741501,11
1,2010-07-06,90,73,82.0,69,0.37,29.26,29.96,9.0,1,0,64.80371344799588,17
2,2010-07-06,91,75,83.0,68,0.04,29.33,29.95,10.2,1,0,60.6180759215565,16
